case_id,is_candidate,label,dip_count,dip_indices
457,1,Candidate,4,"[np.int64(38), np.int64(318), np.int64(589), np.int64(853)]"
458,0,Non-Candidate,0,[]
459,1,Candidate,4,"[np.int64(197), np.int64(396), np.int64(600), np.int64(801)]"
460,1,Candidate,5,"[np.int64(42), np.int64(246), np.int64(450), np.int64(665), np.int64(869)]"
461,1,Candidate,4,"[np.int64(95), np.int64(349), np.int64(574), np.int64(813)]"
462,1,Candidate,2,"[np.int64(580), np.int64(892)]"
463,0,Non-Candidate,1,[np.int64(9)]
464,1,Candidate,6,"[np.int64(125), np.int64(272), np.int64(420), np.int64(567), np.int64(711), np.int64(861)]"
465,0,Non-Candidate,0,[]
466,0,Non-Candidate,0,[]
467,0,Non-Candidate,0,[]
468,0,Non-Candidate,1,[np.int64(208)]
469,0,Non-Candidate,0,[]
470,1,Candidate,2,"[np.int64(49), np.int64(933)]"
471,1,Candidate,6,"[np.int64(92), np.int64(254), np.int64(406), np.int64(573), np.int64(733), np.int64(888)]"
472,1,Candidate,6,"[np.int64(106), np.int64(203), np.int64(510), np.int64(608), np.int64(711), np.int64(809)]"
473,0,Non-Candidate,0,[]
474,0,Non-Candidate,0,[]
475,0,Non-Candidate,0,[]
476,1,Candidate,3,"[np.int64(267), np.int64(540), np.int64(829)]"
477,0,Non-Candidate,0,[]
478,0,Non-Candidate,0,[]
479,1,Candidate,4,"[np.int64(108), np.int64(397), np.int64(687), np.int64(975)]"
480,1,Candidate,3,"[np.int64(117), np.int64(517), np.int64(902)]"
481,0,Non-Candidate,0,[]
482,1,Candidate,5,"[np.int64(101), np.int64(515), np.int64(626), np.int64(830), np.int64(940)]"
483,1,Candidate,3,"[np.int64(223), np.int64(479), np.int64(737)]"
484,1,Candidate,6,"[np.int64(125), np.int64(288), np.int64(446), np.int64(609), np.int64(772), np.int64(940)]"
485,0,Non-Candidate,0,[]
486,0,Non-Candidate,1,[np.int64(614)]
487,0,Non-Candidate,0,[]
488,0,Non-Candidate,1,[np.int64(760)]
489,1,Candidate,4,"[np.int64(82), np.int64(333), np.int64(582), np.int64(831)]"
490,1,Candidate,3,"[np.int64(269), np.int64(449), np.int64(741)]"
491,1,Candidate,2,"[np.int64(301), np.int64(664)]"
492,1,Candidate,3,"[np.int64(271), np.int64(506), np.int64(757)]"
493,1,Candidate,2,"[np.int64(151), np.int64(885)]"
494,1,Candidate,2,"[np.int64(361), np.int64(678)]"
495,0,Non-Candidate,0,[]
496,1,Candidate,4,"[np.int64(169), np.int64(399), np.int64(627), np.int64(859)]"
497,1,Candidate,3,"[np.int64(10), np.int64(357), np.int64(702)]"
498,0,Non-Candidate,0,[]
499,1,Candidate,3,"[np.int64(226), np.int64(608), np.int64(982)]"
